0.000,0.000,-10000.000,0.000
0.000,0.000,-9905.700,0.000
0.000,0.000,-9811.400,0.000
0.000,0.000,-9717.100,0.000
0.000,0.000,-9622.800,0.000
0.000,0.000,-9528.500,0.000
0.000,0.000,-9434.200,0.000
0.000,0.000,-9339.900,0.000
0.000,0.000,-9245.600,0.000
0.000,0.000,-9151.300,0.000
0.000,0.000,-9057.000,0.000
0.000,0.000,-8962.700,0.000
0.000,0.000,-8868.400,0.000
0.000,0.000,-8774.100,0.000
0.000,0.000,-8679.800,0.000
0.000,0.000,-8585.500,0.000
0.000,0.000,-8491.200,0.000
0.000,0.000,-8396.900,0.000
0.000,0.000,-8302.600,0.000
0.000,0.000,-8208.300,0.000
0.000,0.000,-8114.000,0.000
0.000,0.000,-8019.700,0.000
0.000,0.000,-7925.400,0.000
0.000,0.000,-7831.100,0.000
0.000,0.000,-7736.800,0.000
0.000,0.000,-7642.500,0.000
0.000,0.000,-7548.200,0.000
0.000,0.000,-7453.900,0.000
0.000,0.000,-7359.600,0.000
0.000,0.000,-7265.300,0.000
0.000,0.000,-7171.000,0.000
0.000,0.000,-7076.700,0.000
0.000,0.000,-6982.400,0.000
0.000,0.000,-6888.100,0.000
0.000,0.000,-6793.800,0.000
0.000,0.000,-6699.500,0.000
0.000,0.000,-6605.200,0.000
0.000,0.000,-6510.900,0.000
0.000,0.000,-6416.600,0.000
0.000,0.000,-6322.300,0.000
0.000,0.000,-6228.000,0.000
0.000,0.000,-6133.700,0.000
0.000,0.000,-6039.400,0.000
0.000,0.000,-5945.100,0.000
0.000,0.000,-5850.800,0.000
0.000,0.000,-5756.500,0.000
0.000,0.000,-5662.200,0.000
0.000,0.000,-5567.900,0.000
0.000,0.000,-5473.600,0.000
0.000,0.000,-5379.300,0.000
0.000,0.000,-5285.000,0.000
0.000,0.000,-5190.700,0.000
0.000,0.000,-5096.400,0.000
0.000,0.000,-5002.100,0.000
0.000,0.000,-4907.800,0.000
0.000,0.000,-4813.500,0.000
0.000,0.000,-4719.200,0.000
0.000,0.000,-4624.900,0.000
0.000,0.000,-4530.600,0.000
0.000,0.000,-4436.300,0.000
0.000,0.000,-4342.000,0.000
0.000,0.000,-4247.700,0.000
0.000,0.000,-4153.400,0.000
0.000,0.000,-4059.100,0.000
0.000,0.000,-3964.800,0.000
0.000,0.000,-3870.500,0.000
0.000,0.000,-3776.200,0.000
0.000,0.000,-3681.900,0.000
0.000,0.000,-3587.600,0.000
0.000,0.000,-3493.300,0.000
0.000,0.000,-3399.000,0.000
0.000,0.000,-3304.700,0.000
0.000,0.000,-3210.400,0.000
0.000,0.000,-3116.100,0.000
0.000,0.000,-3021.800,0.000
0.000,0.000,-2927.500,0.000
0.000,0.000,-2833.200,0.000
0.000,0.000,-2738.900,0.000
0.000,0.000,-2644.600,0.000
0.000,0.000,-2550.300,0.000
0.000,0.000,-2456.000,0.000
0.000,0.000,-2361.700,0.000
0.000,0.000,-2267.400,0.000
0.000,0.000,-2173.100,0.000
0.000,0.000,-2078.800,0.000
0.000,0.000,-1984.500,0.000
0.000,0.000,-1890.200,0.000
0.000,0.000,-1795.900,0.000
0.000,0.000,-1701.600,0.000
0.000,0.000,-1607.300,0.000
0.000,0.000,-1513.000,0.000
0.000,0.000,-1418.700,0.000
0.000,0.000,-1324.400,0.000
0.000,0.000,-1230.100,0.000
0.000,0.000,-1135.800,0.000
0.000,0.000,-1041.500,0.000
0.000,0.000,-947.200,0.000
0.000,0.000,-852.900,0.000
0.000,0.000,-758.600,0.000
0.000,0.000,-664.300,0.000
0.000,0.000,-570.000,0.000
0.000,0.000,-475.700,0.000
0.000,0.000,-381.400,0.000
0.000,0.000,-287.100,0.000
0.000,0.000,-192.800,0.000
0.000,0.000,-98.500,0.000
0.000,0.000,-4.200,0.000
0.000,0.000,90.100,0.000
0.000,0.000,184.400,0.000
0.000,0.000,278.700,0.000
0.000,0.000,373.000,0.000
0.000,0.000,467.300,0.000
0.000,0.000,561.600,0.000
0.000,0.000,655.900,0.000
0.000,0.000,750.200,0.000
0.000,0.000,844.500,0.000
0.000,0.000,938.800,0.000
0.000,0.000,1033.100,0.000
0.000,0.000,1127.400,0.000
0.000,0.000,1221.700,0.000
0.000,0.000,1316.000,0.000
0.000,0.000,1410.300,0.000
0.000,0.000,1504.600,0.000
0.000,0.000,1598.900,0.000
0.000,0.000,1693.200,0.000
0.000,0.000,1787.500,0.000
0.000,0.000,1881.800,0.000
0.000,0.000,1976.100,0.000
0.000,0.000,2070.400,0.000
0.000,0.000,2164.700,0.000
0.000,0.000,2259.000,0.000
0.000,0.000,2353.300,0.000
0.000,0.000,2447.600,0.000
0.000,0.000,2541.900,0.000
0.000,0.000,2636.200,0.000
0.000,0.000,2730.500,0.000
0.000,0.000,2824.800,0.000
0.000,0.000,2919.100,0.000
0.000,0.000,3013.400,0.000
0.000,0.000,3107.700,0.000
0.000,0.000,3202.000,0.000
0.000,0.000,3296.300,0.000
0.000,0.000,3390.600,0.000
0.000,0.000,3484.900,0.000
0.000,0.000,3579.200,0.000
0.000,0.000,3673.500,0.000
0.000,0.000,3767.800,0.000
0.000,0.000,3862.100,0.000
0.000,0.000,3956.400,0.000
0.000,0.000,4050.700,0.000
0.000,0.000,4145.000,0.000
0.000,0.000,4239.300,0.000
0.000,0.000,4333.600,0.000
0.000,0.000,4427.900,0.000
0.000,0.000,4522.200,0.000
0.000,0.000,4616.500,0.000
0.000,0.000,4710.800,0.000
0.000,0.000,4805.100,0.000
0.000,0.000,4899.400,0.000
0.000,0.000,4993.700,0.000
-1.322,0.000,5087.987,0.000
-5.672,0.000,5182.182,0.000
-13.053,0.000,5276.189,0.000
-23.457,0.000,5369.909,0.000
-36.872,0.000,5463.246,0.000
-53.286,0.000,5556.102,0.000
-72.680,0.000,5648.382,0.000
-95.036,0.000,5739.990,0.000
-120.329,0.000,5830.830,0.000
-148.534,0.000,5920.809,0.000
